id,store_zone,store_name,store_mr,store_mr,store_operative,store_sap,store_region
1659,Valle de Mexico,ABTS LA UNION,MR0007,MR0007,EULALIA GUZMÁN,120229171,Fresno-Iztacalco
1661,Valle de Mexico,ABTS LA VAQUITA,MR0007,MR0007,EULALIA GUZMÁN,120070912,Fresno-Iztacalco
1662,Valle de Mexico,ABTS LA VILLA,MR0007,MR0007,EULALIA GUZMÁN,100708027,Fresno-Iztacalco
1663,Valle de Mexico,ABTS LALO,MR0007,MR0007,EULALIA GUZMÁN,120140907,Fresno-Iztacalco
1665,Valle de Mexico,ABTS LAS DELICIAS PLAZA CIAL,MR0007,MR0007,EULALIA GUZMÁN,101703874,Fresno-Iztacalco
1666,Valle de Mexico,ABTS LAS DOS COLONIAS,MR0007,MR0007,EULALIA GUZMÁN,101002730,Fresno-Iztacalco
1667,Valle de Mexico,ABTS LAS HUERTAS,MR0007,MR0007,EULALIA GUZMÁN,110041377,Fresno-Iztacalco
1668,Valle de Mexico,ABTS LAS PEQUES,MR0007,MR0007,EULALIA GUZMÁN,110252366,Fresno-Iztacalco
1670,Valle de Mexico,ABTS LAS ROSAS,MR0007,MR0007,EULALIA GUZMÁN,101002495,Fresno-Iztacalco
1673,Valle de Mexico,ABTS LETY,MR0007,MR0007,EULALIA GUZMÁN,101001647,Fresno-Iztacalco
1674,Valle de Mexico,ABTS LIC Y VIN LA NORIA,MR0007,MR0007,EULALIA GUZMÁN,104701200,Fresno-Iztacalco
1676,Valle de Mexico,ABTS LIZ,MR0007,MR0007,EULALIA GUZMÁN,100720800,Fresno-Iztacalco
1677,Valle de Mexico,ABTS LIZ,MR0007,MR0007,EULALIA GUZMÁN,101704878,Fresno-Iztacalco
1678,Valle de Mexico,ABTS LIZ,MR0007,MR0007,EULALIA GUZMÁN,120169079,Fresno-Iztacalco
1679,Valle de Mexico,ABTS LO BASICO,MR0007,MR0007,EULALIA GUZMÁN,120256655,Fresno-Iztacalco
1681,Valle de Mexico,ABTS LOS 3 GUEROS,MR0007,MR0007,EULALIA GUZMÁN,100720951,Fresno-Iztacalco
1682,Valle de Mexico,ABTS LOS 3 HERMANOS,MR0007,MR0007,EULALIA GUZMÁN,120316358,Fresno-Iztacalco
1684,Valle de Mexico,ABTS LOS 4 HERMANOS,MR0007,MR0007,EULALIA GUZMÁN,120178978,Fresno-Iztacalco
1685,Valle de Mexico,ABTS LOS ABUELOS,MR0007,MR0007,EULALIA GUZMÁN,110232296,Fresno-Iztacalco
1686,Valle de Mexico,ABTS LOS ABUELOS,MR0007,MR0007,EULALIA GUZMÁN,120316150,Fresno-Iztacalco
1687,Valle de Mexico,ABTS LOS AMIGOS,MR0007,MR0007,EULALIA GUZMÁN,100716698,Fresno-Iztacalco
1690,Valle de Mexico,ABTS LOS ARBOLITOS,MR0007,MR0007,EULALIA GUZMÁN,104314948,Fresno-Iztacalco
1692,Valle de Mexico,ABTS LOS GUEROS,MR0007,MR0007,EULALIA GUZMÁN,110142990,Fresno-Iztacalco
1696,Valle de Mexico,ABTS LUCERO,MR0007,MR0007,EULALIA GUZMÁN,120156249,Fresno-Iztacalco
1698,Valle de Mexico,ABTS LUCY,MR0007,MR0007,EULALIA GUZMÁN,102704636,Fresno-Iztacalco
1700,Valle de Mexico,ABTS LUPITA,MR0007,MR0007,EULALIA GUZMÁN,100704890,Fresno-Iztacalco
1701,Valle de Mexico,ABTS LUPITA,MR0007,MR0007,EULALIA GUZMÁN,100706856,Fresno-Iztacalco
1702,Valle de Mexico,ABTS LUPITA,MR0007,MR0007,EULALIA GUZMÁN,101002505,Fresno-Iztacalco
1703,Valle de Mexico,ABTS LUPITA,MR0007,MR0007,EULALIA GUZMÁN,101002935,Fresno-Iztacalco
1704,Valle de Mexico,ABTS LUPITA,MR0007,MR0007,EULALIA GUZMÁN,110019919,Fresno-Iztacalco
1705,Valle de Mexico,ABTS LUPITA,MR0007,MR0007,EULALIA GUZMÁN,120092851,Fresno-Iztacalco
1707,Valle de Mexico,ABTS M&N,MR0007,MR0007,EULALIA GUZMÁN,110292183,Fresno-Iztacalco
1708,Valle de Mexico,ABTS MAGDALENA,MR0007,MR0007,EULALIA GUZMÁN,102704265,Fresno-Iztacalco
1713,Valle de Mexico,ABTS MARIANA,MR0007,MR0007,EULALIA GUZMÁN,120324148,Fresno-Iztacalco
1714,Valle de Mexico,ABTS MARICARMEN,MR0007,MR0007,EULALIA GUZMÁN,101004176,Fresno-Iztacalco
1715,Valle de Mexico,ABTS MARIN,MR0007,MR0007,EULALIA GUZMÁN,100720360,Fresno-Iztacalco
1716,Valle de Mexico,ABTS MARINA,MR0007,MR0007,EULALIA GUZMÁN,102705405,Fresno-Iztacalco
1717,Valle de Mexico,ABTS MARINA,MR0007,MR0007,EULALIA GUZMÁN,120126864,Fresno-Iztacalco
1721,Valle de Mexico,ABTS MARY,MR0007,MR0007,EULALIA GUZMÁN,110189596,Fresno-Iztacalco
1722,Valle de Mexico,ABTS MARY,MR0007,MR0007,EULALIA GUZMÁN,110236411,Fresno-Iztacalco
1723,Valle de Mexico,ABTS ADONAI,MR0007,MR0007,EULALIA GUZMÁN,120027726,Fresno-Iztacalco
1726,Valle de Mexico,ABTS MELITA,MR0007,MR0007,EULALIA GUZMÁN,120293920,Fresno-Iztacalco
1729,Valle de Mexico,ABTS MI SARA,MR0007,MR0007,EULALIA GUZMÁN,120217943,Fresno-Iztacalco
1731,Valle de Mexico,ABTS MÍA DANIELA,MR0007,MR0007,EULALIA GUZMÁN,120116782,Fresno-Iztacalco
1733,Valle de Mexico,ABTS MIS ARBOLITOS,MR0007,MR0007,EULALIA GUZMÁN,110213025,Fresno-Iztacalco
1734,Valle de Mexico,ABTS MOLES DON PACHO,MR0007,MR0007,EULALIA GUZMÁN,101002491,Fresno-Iztacalco
1737,Valle de Mexico,ABTS MORALOSA,MR0007,MR0007,EULALIA GUZMÁN,100701417,Fresno-Iztacalco
1741,Valle de Mexico,ABTS NUEVA SANTA MARIA,MR0007,MR0007,EULALIA GUZMÁN,100721163,Fresno-Iztacalco
1742,Valle de Mexico,ABTS ODY,MR0007,MR0007,EULALIA GUZMÁN,102704932,Fresno-Iztacalco
1743,Valle de Mexico,ABTS ONE,MR0007,MR0007,EULALIA GUZMÁN,120186551,Fresno-Iztacalco
1748,Valle de Mexico,ABTS PARICUTIN,MR0007,MR0007,EULALIA GUZMÁN,100705350,Fresno-Iztacalco
1750,Valle de Mexico,ABTS PAULINA,MR0007,MR0007,EULALIA GUZMÁN,110102649,Fresno-Iztacalco
1752,Valle de Mexico,ABTS PEPE,MR0007,MR0007,EULALIA GUZMÁN,120102857,Fresno-Iztacalco
1753,Valle de Mexico,ABTS PERALVILLO,MR0007,MR0007,EULALIA GUZMÁN,102704328,Fresno-Iztacalco
1754,Valle de Mexico,ABARROTES SUPERXITO,MR0007,MR0007,EULALIA GUZMÁN,120016511,Fresno-Iztacalco
1755,Valle de Mexico,ABTS PROD DEL RANCHO,MR0007,MR0007,EULALIA GUZMÁN,100304540,Fresno-Iztacalco
1759,Valle de Mexico,ABTS RANDY,MR0007,MR0007,EULALIA GUZMÁN,102704184,Fresno-Iztacalco
1760,Valle de Mexico,ABTS RICHARD,MR0007,MR0007,EULALIA GUZMÁN,120152092,Fresno-Iztacalco
1761,Valle de Mexico,ABTS ROCHA,MR0007,MR0007,EULALIA GUZMÁN,110259875,Fresno-Iztacalco
1762,Valle de Mexico,ABTS ROSALBA,MR0007,MR0007,EULALIA GUZMÁN,110005677,Fresno-Iztacalco
1763,Valle de Mexico,ABTS ROSSY,MR0007,MR0007,EULALIA GUZMÁN,100715483,Fresno-Iztacalco
1764,Valle de Mexico,ABTS ROSY,MR0007,MR0007,EULALIA GUZMÁN,101003652,Fresno-Iztacalco
1765,Valle de Mexico,ABTS ROSY,MR0007,MR0007,EULALIA GUZMÁN,110156457,Fresno-Iztacalco
1767,Valle de Mexico,ABTS SAN MIGUEL,MR0007,MR0007,EULALIA GUZMÁN,101003368,Fresno-Iztacalco
1771,Valle de Mexico,ABTS SANTI,MR0007,MR0007,EULALIA GUZMÁN,120170626,Fresno-Iztacalco
1772,Valle de Mexico,ABTS SANTO GALLO,MR0007,MR0007,EULALIA GUZMÁN,120159521,Fresno-Iztacalco
1774,Valle de Mexico,ABTS SEYER,MR0007,MR0007,EULALIA GUZMÁN,110006803,Fresno-Iztacalco
1775,Valle de Mexico,ABTS SILVA,MR0007,MR0007,EULALIA GUZMÁN,120330195,Fresno-Iztacalco
1776,Valle de Mexico,ABTS SUPER 5,MR0007,MR0007,EULALIA GUZMÁN,120107051,Fresno-Iztacalco
1777,Valle de Mexico,ABTS SUPER ALEX,MR0007,MR0007,EULALIA GUZMÁN,102704669,Fresno-Iztacalco
1778,Valle de Mexico,ABTS SUPER AZOF,MR0007,MR0007,EULALIA GUZMÁN,101703367,Fresno-Iztacalco
1779,Valle de Mexico,ABTS SUPER FRITS,MR0007,MR0007,EULALIA GUZMÁN,100719950,Fresno-Iztacalco
1781,Valle de Mexico,ABTS SUPER LOBO,MR0007,MR0007,EULALIA GUZMÁN,100709239,Fresno-Iztacalco
1782,Valle de Mexico,ABTS SUPER ONCE,MR0007,MR0007,EULALIA GUZMÁN,100701950,Fresno-Iztacalco
1785,Valle de Mexico,ABTS TAPATIA II,MR0007,MR0007,EULALIA GUZMÁN,110044278,Fresno-Iztacalco
1787,Valle de Mexico,ABTS TDP,MR0007,MR0007,EULALIA GUZMÁN,120362831,Fresno-Iztacalco
1790,Valle de Mexico,ABTS TERE,MR0007,MR0007,EULALIA GUZMÁN,101100047,Fresno-Iztacalco
1791,Valle de Mexico,ABTS THE MEXICAN RANCH MARKET,MR0007,MR0007,EULALIA GUZMÁN,110285233,Fresno-Iztacalco
1792,Valle de Mexico,ABTS TREBOL,MR0007,MR0007,EULALIA GUZMÁN,120270017,Fresno-Iztacalco
1793,Valle de Mexico,ABTS TRINI,MR0007,MR0007,EULALIA GUZMÁN,101003424,Fresno-Iztacalco
1795,Valle de Mexico,ABTS TU TIENDA,MR0007,MR0007,EULALIA GUZMÁN,120274794,Fresno-Iztacalco
1796,Valle de Mexico,ABTS TUKY,MR0007,MR0007,EULALIA GUZMÁN,120039334,Fresno-Iztacalco
1797,Valle de Mexico,ABTS VELAZQUEZ,MR0007,MR0007,EULALIA GUZMÁN,101002244,Fresno-Iztacalco
1798,Valle de Mexico,ABTS VILLA DE ARAGON,MR0007,MR0007,EULALIA GUZMÁN,120222902,Fresno-Iztacalco
1800,Valle de Mexico,ABTS VIN Y LIC CAMELIA,MR0007,MR0007,EULALIA GUZMÁN,120071806,Fresno-Iztacalco
1801,Valle de Mexico,ABTS VIN Y LIC CUAUHTEMOC,MR0007,MR0007,EULALIA GUZMÁN,110268807,Fresno-Iztacalco
1802,Valle de Mexico,ABTS VIN Y LIC EL MUNDO,MR0007,MR0007,EULALIA GUZMÁN,110042091,Fresno-Iztacalco
1803,Valle de Mexico,ABTS VIN Y LIC HNOS GARCIA II,MR0007,MR0007,EULALIA GUZMÁN,100720434,Fresno-Iztacalco
1806,Valle de Mexico,ABTS VIN Y LIC LA LUPITA,MR0007,MR0007,EULALIA GUZMÁN,101100008,Fresno-Iztacalco
1807,Valle de Mexico,ABTS VIN Y LIC LA MICHOACANA,MR0007,MR0007,EULALIA GUZMÁN,104301666,Fresno-Iztacalco
1808,Valle de Mexico,ABTS VIN Y LIC LA MODERNA,MR0007,MR0007,EULALIA GUZMÁN,101703219,Fresno-Iztacalco
1810,Valle de Mexico,ABTS VIN Y LIC LA VERONICA,MR0007,MR0007,EULALIA GUZMÁN,110074801,Fresno-Iztacalco
1813,Valle de Mexico,ABTS VINOS Y LIC LA DIVINA 2,MR0007,MR0007,EULALIA GUZMÁN,100708242,Fresno-Iztacalco
1814,Valle de Mexico,ABTS VIVIS,MR0007,MR0007,EULALIA GUZMÁN,110068262,Fresno-Iztacalco
1816,Valle de Mexico,ABTS WELCOME TO SAN FRANCISCO,MR0007,MR0007,EULALIA GUZMÁN,120171489,Fresno-Iztacalco
1820,Valle de Mexico,ABTS Y CREM EL ARBOLITO,MR0007,MR0007,EULALIA GUZMÁN,110233638,Fresno-Iztacalco
1821,Valle de Mexico,ABTS Y CREM GENESIS,MR0007,MR0007,EULALIA GUZMÁN,120174957,Fresno-Iztacalco
1822,Valle de Mexico,ABTS Y CREM LA MORENA,MR0007,MR0007,EULALIA GUZMÁN,110281032,Fresno-Iztacalco
1823,Valle de Mexico,ABTS Y CREM LIZBETH,MR0007,MR0007,EULALIA GUZMÁN,120120697,Fresno-Iztacalco
1824,Valle de Mexico,ABTS Y CREM LOC-23,MR0007,MR0007,EULALIA GUZMÁN,102704397,Fresno-Iztacalco
1825,Valle de Mexico,ABTS Y CREM LULU,MR0007,MR0007,EULALIA GUZMÁN,101707186,Fresno-Iztacalco
1828,Valle de Mexico,ABTS Y CREM SANTA MARIA,MR0007,MR0007,EULALIA GUZMÁN,110107474,Fresno-Iztacalco
1830,Valle de Mexico,ABTS Y CREMERIA EL PEREGRINO I,MR0007,MR0007,EULALIA GUZMÁN,120378106,Fresno-Iztacalco
1831,Valle de Mexico,ABTS Y CREMERIA JUANITO''S,MR0007,MR0007,EULALIA GUZMÁN,120254311,Fresno-Iztacalco
1832,Valle de Mexico,ABTS Y CREMERIA LA LUPITA,MR0007,MR0007,EULALIA GUZMÁN,104304050,Fresno-Iztacalco
1833,Valle de Mexico,ABTS Y CREMERIA LA SANTISIMA,MR0007,MR0007,EULALIA GUZMÁN,120308950,Fresno-Iztacalco
1835,Valle de Mexico,ABTS Y FUENTE DE SODAS ROSY,MR0007,MR0007,EULALIA GUZMÁN,110260261,Fresno-Iztacalco
1836,Valle de Mexico,ABTS Y RECAUDERIA LA LUPITA,MR0007,MR0007,EULALIA GUZMÁN,101002606,Fresno-Iztacalco
1838,Valle de Mexico,ABTS Y SEMILLAS LA GUERA,MR0007,MR0007,EULALIA GUZMÁN,100712723,Fresno-Iztacalco
1840,Valle de Mexico,ABTS Y VIN LA GUADALUPANA,MR0007,MR0007,EULALIA GUZMÁN,101002463,Fresno-Iztacalco
1845,Valle de Mexico,ABTS YURDY,MR0007,MR0007,EULALIA GUZMÁN,120225404,Fresno-Iztacalco
1846,Valle de Mexico,ABTS ZACATLAN,MR0007,MR0007,EULALIA GUZMÁN,102703477,Fresno-Iztacalco
1847,Valle de Mexico,ABTS ZULLY,MR0007,MR0007,EULALIA GUZMÁN,120005076,Fresno-Iztacalco
1848,Valle de Mexico,ABTS VIDAL,MR0007,MR0007,EULALIA GUZMÁN,120271705,Fresno-Iztacalco
1849,Valle de Mexico,ABTSVINOS Y LICORES MASK,MR0007,MR0007,EULALIA GUZMÁN,120287236,Fresno-Iztacalco
1850,Valle de Mexico,AKASHA,MR0007,MR0007,EULALIA GUZMÁN,120253278,Fresno-Iztacalco
1851,Valle de Mexico,BIMBO EXPENDIO LA VILLA2,MR0007,MR0007,EULALIA GUZMÁN,110161378,Fresno-Iztacalco
1853,Valle de Mexico,CARNICERIA Y CREM LA AMERICA,MR0007,MR0007,EULALIA GUZMÁN,100303046,Fresno-Iztacalco
1854,Valle de Mexico,CHAPARRITA 2,MR0007,MR0007,EULALIA GUZMÁN,120319753,Fresno-Iztacalco
1855,Valle de Mexico,COFFEE TIENDA,MR0007,MR0007,EULALIA GUZMÁN,120134722,Fresno-Iztacalco
1857,Valle de Mexico,CREM EVA,MR0007,MR0007,EULALIA GUZMÁN,120194215,Fresno-Iztacalco
1859,Valle de Mexico,CREM LA BARCA,MR0007,MR0007,EULALIA GUZMÁN,110180283,Fresno-Iztacalco
1860,Valle de Mexico,CREM LA IDEAL,MR0007,MR0007,EULALIA GUZMÁN,101000343,Fresno-Iztacalco
1861,Valle de Mexico,CREM LA PRIMAVERA,MR0007,MR0007,EULALIA GUZMÁN,110190514,Fresno-Iztacalco
1862,Valle de Mexico,CREM LA VAQUITA,MR0007,MR0007,EULALIA GUZMÁN,110003070,Fresno-Iztacalco
1863,Valle de Mexico,CREM LUCY,MR0007,MR0007,EULALIA GUZMÁN,110069769,Fresno-Iztacalco
1865,Valle de Mexico,CREM MONTE SION,MR0007,MR0007,EULALIA GUZMÁN,110162920,Fresno-Iztacalco
1867,Valle de Mexico,CREM Y ABTS LA COMERCIAL,MR0007,MR0007,EULALIA GUZMÁN,120190318,Fresno-Iztacalco
1869,Valle de Mexico,CREMERIA BARATA,MR0007,MR0007,EULALIA GUZMÁN,110192994,Fresno-Iztacalco
1870,Valle de Mexico,CREMERIA RODRÍGUEZ,MR0007,MR0007,EULALIA GUZMÁN,120265763,Fresno-Iztacalco
1871,Valle de Mexico,CREMERIA SUPREMA,MR0007,MR0007,EULALIA GUZMÁN,120061121,Fresno-Iztacalco
1872,Valle de Mexico,CREMERIA Y ABARROTES CANELA,MR0007,MR0007,EULALIA GUZMÁN,120254349,Fresno-Iztacalco
1873,Valle de Mexico,CREMERIA Y ABTS LOLI,MR0007,MR0007,EULALIA GUZMÁN,101003210,Fresno-Iztacalco
1874,Valle de Mexico,CREMERIA Y ABTS EL REGRESO,MR0007,MR0007,EULALIA GUZMÁN,120168783,Fresno-Iztacalco
1875,Valle de Mexico,CREMERIA YAFA,MR0007,MR0007,EULALIA GUZMÁN,120258454,Fresno-Iztacalco
1878,Valle de Mexico,ABARROTES LOUMA,MR0007,MR0007,EULALIA GUZMÁN,120376796,Fresno-Iztacalco
1880,Valle de Mexico,DULCERIA LOC 104 Y 105,MR0007,MR0007,EULALIA GUZMÁN,100701252,Fresno-Iztacalco
1882,Valle de Mexico,DULCES PEREDO,MR0007,MR0007,EULALIA GUZMÁN,120184685,Fresno-Iztacalco
1886,Valle de Mexico,EL GARABATO,MR0007,MR0007,EULALIA GUZMÁN,120227595,Fresno-Iztacalco
1887,Valle de Mexico,EL MIRAMAR,MR0007,MR0007,EULALIA GUZMÁN,101703797,Fresno-Iztacalco
1888,Valle de Mexico,EL TLACUACHITO,MR0007,MR0007,EULALIA GUZMÁN,120403094,Fresno-Iztacalco
1890,Valle de Mexico,ESTACIONAMIENTO LA CATEDRAL,MR0007,MR0007,EULALIA GUZMÁN,120178139,Fresno-Iztacalco
1893,Valle de Mexico,FARMACIA GI,MR0007,MR0007,EULALIA GUZMÁN,120055496,Fresno-Iztacalco
1894,Valle de Mexico,FARMACIA MTZ DE LA TORRE,MR0007,MR0007,EULALIA GUZMÁN,100705666,Fresno-Iztacalco
1895,Valle de Mexico,SUPER NUEVA,MR0007,MR0007,EULALIA GUZMÁN,101703862,Fresno-Iztacalco
1899,Valle de Mexico,GOLDEN MINI MARKET,MR0007,MR0007,EULALIA GUZMÁN,120124367,Fresno-Iztacalco
1903,Valle de Mexico,LA CASCARITA,MR0007,MR0007,EULALIA GUZMÁN,120013416,Fresno-Iztacalco
1904,Valle de Mexico,LA CATEDRAL,MR0007,MR0007,EULALIA GUZMÁN,120295974,Fresno-Iztacalco
1905,Valle de Mexico,LA CHAPARRITA,MR0007,MR0007,EULALIA GUZMÁN,120269371,Fresno-Iztacalco
1906,Valle de Mexico,LA CHINGADA,MR0007,MR0007,EULALIA GUZMÁN,120400400,Fresno-Iztacalco
1909,Valle de Mexico,LA HERRADURA,MR0007,MR0007,EULALIA GUZMÁN,120341647,Fresno-Iztacalco
1911,Valle de Mexico,LA MICHOACANA,MR0007,MR0007,EULALIA GUZMÁN,120261606,Fresno-Iztacalco
1913,Valle de Mexico,LA PEQUEÑITA,MR0007,MR0007,EULALIA GUZMÁN,120306179,Fresno-Iztacalco
1916,Valle de Mexico,LA VENTANITA CAMPA,MR0007,MR0007,EULALIA GUZMÁN,120356185,Fresno-Iztacalco
1917,Valle de Mexico,LAS GARDENIAS,MR0007,MR0007,EULALIA GUZMÁN,110092371,Fresno-Iztacalco
1918,Valle de Mexico,LECHE Y MIEL,MR0007,MR0007,EULALIA GUZMÁN,120219239,Fresno-Iztacalco
1919,Valle de Mexico,LOS 3 MOSQUETEROS,MR0007,MR0007,EULALIA GUZMÁN,120221052,Fresno-Iztacalco
1921,Valle de Mexico,LOS DOS CARNALES,MR0007,MR0007,EULALIA GUZMÁN,120316387,Fresno-Iztacalco
1925,Valle de Mexico,ABTS MI ADELITA,MR0007,MR0007,EULALIA GUZMÁN,120240856,Fresno-Iztacalco
1927,Valle de Mexico,MI TIENDITA,MR0007,MR0007,EULALIA GUZMÁN,120413734,Fresno-Iztacalco
1928,Valle de Mexico,MINI SEVEN,MR0007,MR0007,EULALIA GUZMÁN,110217055,Fresno-Iztacalco
1929,Valle de Mexico,MINI SUPER,MR0007,MR0007,EULALIA GUZMÁN,120301222,Fresno-Iztacalco
1930,Valle de Mexico,MINI SUPER MIDWAY,MR0007,MR0007,EULALIA GUZMÁN,120090829,Fresno-Iztacalco
1933,Valle de Mexico,MINI SUPER CHOLITA,MR0007,MR0007,EULALIA GUZMÁN,120168279,Fresno-Iztacalco
1935,Valle de Mexico,MINI SUPER DEL BARRIO,MR0007,MR0007,EULALIA GUZMÁN,120341593,Fresno-Iztacalco
1939,Valle de Mexico,MINI SUPER LA GRAN DESPENSA,MR0007,MR0007,EULALIA GUZMÁN,120278843,Fresno-Iztacalco
1941,Valle de Mexico,MINI SUPER M,MR0007,MR0007,EULALIA GUZMÁN,110047142,Fresno-Iztacalco
1946,Valle de Mexico,MINI SUPER VERO,MR0007,MR0007,EULALIA GUZMÁN,101002479,Fresno-Iztacalco
1947,Valle de Mexico,MINI SUPER ZOE,MR0007,MR0007,EULALIA GUZMÁN,110293091,Fresno-Iztacalco
1950,Valle de Mexico,MINISUPER DON PANCHITO,MR0007,MR0007,EULALIA GUZMÁN,120252520,Fresno-Iztacalco
1951,Valle de Mexico,MINISUPER DULCE MARIA,MR0007,MR0007,EULALIA GUZMÁN,120087414,Fresno-Iztacalco
1968,Valle de Mexico,MISC 5 DE MAYO,MR0007,MR0007,EULALIA GUZMÁN,104317504,Fresno-Iztacalco
1969,Valle de Mexico,MISC 6 HERNANOS,MR0007,MR0007,EULALIA GUZMÁN,100704144,Fresno-Iztacalco
1970,Valle de Mexico,MISC ACUARIO,MR0007,MR0007,EULALIA GUZMÁN,110206414,Fresno-Iztacalco
1971,Valle de Mexico,MISC ADALY,MR0007,MR0007,EULALIA GUZMÁN,120219236,Fresno-Iztacalco
1972,Valle de Mexico,MISC ADY,MR0007,MR0007,EULALIA GUZMÁN,110120256,Fresno-Iztacalco
1973,Valle de Mexico,MISC ALANIZ,MR0007,MR0007,EULALIA GUZMÁN,101100006,Fresno-Iztacalco
1975,Valle de Mexico,MISC ALEX,MR0007,MR0007,EULALIA GUZMÁN,104316120,Fresno-Iztacalco
1976,Valle de Mexico,MISC ALEX DANY,MR0007,MR0007,EULALIA GUZMÁN,101707517,Fresno-Iztacalco
1977,Valle de Mexico,MISC ALI,MR0007,MR0007,EULALIA GUZMÁN,120268928,Fresno-Iztacalco
1978,Valle de Mexico,MISC AMERICA,MR0007,MR0007,EULALIA GUZMÁN,120067023,Fresno-Iztacalco
1981,Valle de Mexico,MISC ATOTONILCO,MR0007,MR0007,EULALIA GUZMÁN,110068437,Fresno-Iztacalco
1982,Valle de Mexico,MISC AUDE,MR0007,MR0007,EULALIA GUZMÁN,120243013,Fresno-Iztacalco
1983,Valle de Mexico,MISC BALAM,MR0007,MR0007,EULALIA GUZMÁN,120297801,Fresno-Iztacalco
1984,Valle de Mexico,MISC BENJY,MR0007,MR0007,EULALIA GUZMÁN,100702870,Fresno-Iztacalco
1985,Valle de Mexico,MISC BETY,MR0007,MR0007,EULALIA GUZMÁN,101004984,Fresno-Iztacalco
1987,Valle de Mexico,MISC CASA PUMA,MR0007,MR0007,EULALIA GUZMÁN,101706054,Fresno-Iztacalco
1988,Valle de Mexico,MISC CENTRAL,MR0007,MR0007,EULALIA GUZMÁN,110240869,Fresno-Iztacalco
1990,Valle de Mexico,MISC CIGARROS LERMA,MR0007,MR0007,EULALIA GUZMÁN,102702481,Fresno-Iztacalco
1994,Valle de Mexico,MISC DILAN,MR0007,MR0007,EULALIA GUZMÁN,110219097,Fresno-Iztacalco
1995,Valle de Mexico,MISC DULCE LIZ,MR0007,MR0007,EULALIA GUZMÁN,120031034,Fresno-Iztacalco
1996,Valle de Mexico,MISC EDITH,MR0007,MR0007,EULALIA GUZMÁN,110288602,Fresno-Iztacalco
1997,Valle de Mexico,MISC EL 99,MR0007,MR0007,EULALIA GUZMÁN,120051999,Fresno-Iztacalco
1999,Valle de Mexico,MISC EL DELFIN,MR0007,MR0007,EULALIA GUZMÁN,110246562,Fresno-Iztacalco
2003,Valle de Mexico,MISC EL MILTRAN (ABTS 33),MR0007,MR0007,EULALIA GUZMÁN,120128432,Fresno-Iztacalco
2005,Valle de Mexico,MISC EL PORTON,MR0007,MR0007,EULALIA GUZMÁN,101703554,Fresno-Iztacalco
2006,Valle de Mexico,MISC EL REY,MR0007,MR0007,EULALIA GUZMÁN,110005691,Fresno-Iztacalco
2009,Valle de Mexico,MISC EL TUCAN,MR0007,MR0007,EULALIA GUZMÁN,104305162,Fresno-Iztacalco
2011,Valle de Mexico,MISC EL YAKY,MR0007,MR0007,EULALIA GUZMÁN,120320127,Fresno-Iztacalco
2014,Valle de Mexico,MISC ESMERALDA,MR0007,MR0007,EULALIA GUZMÁN,110076395,Fresno-Iztacalco
2015,Valle de Mexico,MISC ESMIRNA,MR0007,MR0007,EULALIA GUZMÁN,100715099,Fresno-Iztacalco
2016,Valle de Mexico,MISC FANY,MR0007,MR0007,EULALIA GUZMÁN,120318440,Fresno-Iztacalco
2017,Valle de Mexico,MISC FRUTOS PROHIBIDOS,MR0007,MR0007,EULALIA GUZMÁN,110284726,Fresno-Iztacalco
2018,Valle de Mexico,MISC GABY,MR0007,MR0007,EULALIA GUZMÁN,120260503,Fresno-Iztacalco
2020,Valle de Mexico,MISC GONZALEZ,MR0007,MR0007,EULALIA GUZMÁN,100708466,Fresno-Iztacalco
2023,Valle de Mexico,MISC GUADALUPE,MR0007,MR0007,EULALIA GUZMÁN,120046238,Fresno-Iztacalco
2025,Valle de Mexico,MISC IXTLAN,MR0007,MR0007,EULALIA GUZMÁN,110128545,Fresno-Iztacalco
2026,Valle de Mexico,MISC JHOVANA Y OSWALDO,MR0007,MR0007,EULALIA GUZMÁN,110259723,Fresno-Iztacalco
2027,Valle de Mexico,MISC JIMENA,MR0007,MR0007,EULALIA GUZMÁN,101002680,Fresno-Iztacalco
2028,Valle de Mexico,MISC JUANITA,MR0007,MR0007,EULALIA GUZMÁN,100701450,Fresno-Iztacalco
2030,Valle de Mexico,MISC KARLA,MR0007,MR0007,EULALIA GUZMÁN,120042074,Fresno-Iztacalco
2033,Valle de Mexico,MISC LA BOHEMIA,MR0007,MR0007,EULALIA GUZMÁN,104700762,Fresno-Iztacalco
2035,Valle de Mexico,MISC LA CHIQUITA,MR0007,MR0007,EULALIA GUZMÁN,102702464,Fresno-Iztacalco
2036,Valle de Mexico,MISC LA CHIQUITA,MR0007,MR0007,EULALIA GUZMÁN,120083242,Fresno-Iztacalco
2037,Valle de Mexico,MISC LA CHIQUITA,MR0007,MR0007,EULALIA GUZMÁN,120322139,Fresno-Iztacalco
2038,Valle de Mexico,MISC LA COLA DEL COCODRILO,MR0007,MR0007,EULALIA GUZMÁN,120186550,Fresno-Iztacalco
2039,Valle de Mexico,MISC LA COMERCIAL,MR0007,MR0007,EULALIA GUZMÁN,102702604,Fresno-Iztacalco
2040,Valle de Mexico,MISC LA ECONOMIA,MR0007,MR0007,EULALIA GUZMÁN,102704938,Fresno-Iztacalco
2041,Valle de Mexico,MISC LA ESPERANZA,MR0007,MR0007,EULALIA GUZMÁN,110260485,Fresno-Iztacalco
